N (x10^5);a (mm);Torque (Nm);n (rpm);Temp (ºC)
19,720663506530656; 1,1076399018984482;0,5;1000;50
20,309051449842897; 1,1998867544736136;0,5;1000;50
20,641330643710006; 1,2959297738214186;0,5;1000;50
20,87594091283802; 1,3994132800436017;0,5;1000;50
20,999366471000542; 1,5160315232991213;0,5;1000;50
21,068556982366047; 1,6536046071396129;0,5;1000;50
0,8599854842607186; 0,15988890544100443;0,5;1000;65
1,0754859931068381;0,209770537;0,5;1000;65
1,3762068647093173; 0,2692185084930525;0,5;1000;65
1,847110608987137; 0,34506592061041097;0,5;1000;65
2,27276118; 0,38811445181215554;0,5;1000;65
2,888610450797543; 0,43628780815696366;0,5;1000;65
3,4784810479247597; 0,5070103951312568;0,5;1000;65
4,100551018120655; 0,5466423762376245;0,5;1000;65
4,396952854696906; 0,5603085766191302;0,5;1000;65
5,286931922937811; 0,6095068979925529;0,5;1000;65
5,936978925990218; 0,6477722590607708;0,5;1000;65
8,967136544542441; 0,7407024216550102;0,5;1000;65
9,768156383884858; 0,7407024216550102;0,5;1000;65
11,286651743256357; 0,7489021418839137;0,5;1000;65
13,286042644354438; 0,7899007430284328;0,5;1000;65
13,862214809495484; 0,7899007430284328;0,5;1000;65
15,12859455711191; 0,8069834935053137;0,5;1000;65
16,058347425519756; 0,8308993441729502;0,5;1000;65
16,395618936821833; 0,8308993441729502;0,5;1000;65
18,04368534698024; 0,8718979453174693;0,5;1000;65
19,77806799445392; 0,9340791570533202;0,5;1000;65
20,328680497088982; 0,9610699028067948;0,5;1000;65
20,881484748841828; 1,0112931892088302;0,5;1000;65
21,79080277988676; 1,2654845163048432;0,5;1000;65
21,97955105685398; 1,478677242256337;0,5;1000;65
22,068897065008542; 1,5319754237442105;0,5;1000;65
22,25145687387848; 1,6795703878644748;0,5;1000;65
0,5960010375328295; 0,11004926945293825;0,5;1000;65
0,2871320017438137;0,051058066;0,5;1000;65
3,208170473090746; 0,4713703892475536;0,5;1000;65
4,887471942448087;0,589352796;0,5;1000;65
6,487469199913676; 0,6704657001547911;0,5;1000;65
7,096859459713585; 0,6999613017706796;0,5;1000;65
7,856510331518976; 0,7147091025786221;0,5;1000;65
8,464509289355917; 0,7294569033865663;0,5;1000;65
10,43737547290911; 0,7442047041945088;0,5;1000;65
10,892331214814533; 0,7442047041945088;0,5;1000;65
11,803634000588417;0,758952505;0,5;1000;65
12,335807001441083; 0,7737003058103973;0,5;1000;65
12,792154045309516; 0,7884481066183415;0,5;1000;65
14,461020749944268; 0,7958220070223128;0,5;1000;65
15,67632301463658; 0,8179437082342265;0,5;1000;65
16,96745123631314; 0,8400654094461419;0,5;1000;65
17,498928586184334; 0,8474393098501132;0,5;1000;65
18,56327458788968; 0,8769349114660017;0,5;1000;65
19,019621631758127; 0,8916827122739459;0,5;1000;65
19,40014271864233; 0,9064305130818884;0,5;1000;65
21,310400313859915; 1,061282421565295;0,5;1000;65
